,Brand,Model_Info,Additional_Description,Locality,City,State,state_mean,state_median,state_sum,brand_mean,brand_median,brand_sum,statePrice_median,statePrice_mean,statePrice_sum,text,Model_Infolen,Additional_Descriptionlen,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1, name0 55s66s66s778xxsxsmax etc, good condition 11months old single scratch well maintained spigen drop protection case supports wireless charging phone150100,570,11,4,19306.76893939394,15000.0,5096987,27553.595887135343,20000,57614569,18000,22860.37438423645,4640656, name0 55s66s66s778xxsxsmax etc  good condition 11months old single scratch well maintained spigen drop protection case supports wireless charging phone150100,30,126,158,19,7.9,7,3,5,2,0.10925433619328236,0.002631578959109932,0.0026315789475253185,0.0026315789473699267,0.0026315789493460474,0.002631578977897219,0.002631578947623446,0.0026315789735629155,0.6120979648107375,0.0026315789473699267,0.17777157675164598,0.05877085883972838,0.002631578947369927,0.002631579049776072,0.002631578961344942,0.0026315789484332814,0.0026315789647196734,0.002631578951185506,0.0026315789473699267,0.002631578984601478
1,1, slightly used excellent condition name0 5 sale, 101008700 1010030600 1010034300 10100192200 1010037700 101001200 3 gb ram 256 gb internal storage 10100192300 memory,762,8,2,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, slightly used excellent condition name0 5 sale  101008700 1010030600 1010034300 10100192200 1010037700 101001200 3 gb ram 256 gb internal storage 10100192300 memory,64,117,165,22,7.173913043478261,7,1,2,2,0.0020000000506238498,0.0020000000121105635,0.0020000000049154617,0.002000000006245739,0.0020000000323855825,0.0020000000076949983,0.002000000006323865,0.002000000012435749,0.27042483488697766,0.0020000000000006315,0.1602143634279401,0.0020000000000006315,0.0020000000000006315,0.0020000000111991736,0.0020000000023445087,0.002000000001100184,0.5353608015094938,0.0020000000034739542,0.0020000000000006315,0.0020000000247322337
2,1, name0 sx ios12 top letast model bill call, 1010017300 delivery,60,13,5,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987, name0 sx ios12 top letast model bill call  1010017300 delivery,79,20,63,10,5.7272727272727275,6,1,2,0,0.0055555556073348285,0.005555555667364184,0.4340395848314146,0.005555555555555966,0.0055555555919922115,0.005555555669463181,0.005555555587984217,0.28879334676996987,0.1827226232466191,0.005555555555555966,0.005555555690665491,0.005555555555555966,0.005555555555555966,0.005555555590280258,0.0055555556078604774,0.005555555676344479,0.005555555557767196,0.005555555562369624,0.005555555555555966,0.005555555564790561
3,1, name87 name0 x 64gb going lowest 41900, phone 1010023400 64 gb excellent condition sale,640,15,5,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987, name87 name0 x 64gb going lowest 41900  phone 1010023400 64 gb excellent condition sale,27,48,88,14,5.866666666666666,5,2,3,0,0.002500000012447949,0.002500000022310601,0.002500000017836365,0.0025000000094047587,0.0025000000166817502,0.0025000000250370432,0.0025000000036778957,0.0025000000260311586,0.20093165739770158,0.0025000000000008704,0.5748495241318885,0.0025000000017729915,0.0025000000000008704,0.00250000002335874,0.0025000000115017267,0.0025000000008887644,0.002500000007610929,0.0025000000082980385,0.0025000000000008704,0.1817188182835486
4,1, name0 5s proper condition one handedly used, full kit available 10100248300 condition 4gb ram 32gb internal 1010013100 product reasonable price 1010033800 passers please stay away contact mobile requirements dinakaran isierra 10100251600 working time 1010072400 10100219400 10am 9pm 10100118300 10100251700 cinimas major cards accepted requirements please check advertisements,816,2,6,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826, name0 5s proper condition one handedly used  full kit available 10100248300 condition 4gb ram 32gb internal 1010013100 product reasonable price 1010033800 passers please stay away contact mobile requirements dinakaran isierra 10100251600 working time 1010072400 10100219400 10am 9pm 10100118300 10100251700 cinimas major cards accepted requirements please check advertisements,69,332,377,47,7.854166666666667,15,6,8,4,0.12961269209805007,0.0010416666699553652,0.00104166666974626,0.001041666686015748,0.33192630383294797,0.001041666670874321,0.0010416666775971526,0.0010416666867270104,0.1350358192790985,0.001041666674559275,0.23649661127327226,0.0010416666886029684,0.0010416666851507032,0.059953075554568226,0.0010416666734445485,0.0010416666668952473,0.0010416666715013588,0.0923921645006227,0.0010416666666671637,0.0010416666737033434
5,1, name0 7 plus 128 gb name75 gold, 101006600 galaxy advance hai ok ram 512 call,552,13,5,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987, name0 7 plus 128 gb name75 gold  101006600 galaxy advance hai ok ram 512 call,53,45,78,15,4.875,6,2,1,1,0.1893943467120749,0.0026315789520081666,0.0658802989906502,0.0026315789473692485,0.002631578963780461,0.06512597289673853,0.0026315789952829093,0.0026315790430722244,0.4590790353943563,0.0026315789582485745,0.0026315790044669518,0.0026315789473692485,0.0026315789473692485,0.12429250757309612,0.002631579034874557,0.0026315789488901642,0.0026315789919302474,0.0026315789625212986,0.0026315789473692485,0.059385732788531466
6,1, brand new rosegold name87 iphone name234 64gb box packed, office gurgaon karol bagh new 101008700 10100000 6 box packed 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16000 10100000 7 32gb 21200 10100000 7 128gb 24000 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507,389,8,2,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, brand new rosegold name87 iphone name234 64gb box packed  office gurgaon karol bagh new 101008700 10100000 6 box packed 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16000 10100000 7 32gb 21200 10100000 7 128gb 24000 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507,23,539,597,92,6.419354838709677,27,10,12,2,0.009016527744061083,0.00034722223288883376,0.00034722223280511086,0.0003472222229146488,0.0003472222376596891,0.0003472222379491367,0.0003472222230372252,0.0003472222304374912,0.00034722222979039337,0.00034722222240633386,0.016119999710032733,0.007682997189618986,0.00034722222258299956,0.9419691488651177,0.0003472222243862065,0.020002993079247848,0.00034722222460158733,0.0003472222237905779,0.0003472222224598807,0.0003472222242114851
7,1, name0 se 32gb, 101008700 iphone 4s new brand refurbished packed lowest price 981o917828,926,8,2,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 se 32gb  101008700 iphone 4s new brand refurbished packed lowest price 981o917828,51,73,88,13,6.285714285714286,3,2,4,0,0.002631578968564889,0.25596421442234407,0.002631579026352303,0.0026315789545522574,0.0026315790673835434,0.0026315789814421024,0.0026315789516075105,0.5344998989362238,0.002631579004638819,0.0026315789473693274,0.002631578991764484,0.002631578958536781,0.0026315789473693274,0.002631579009447078,0.00263157895206401,0.16479904401195133,0.0026315789626735813,0.0026315789525319083,0.0026315789473693274,0.002631579005813655
8,1, name0 6s name753, 101006200 bill good battery backup good looking,850,2,6,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826, name0 6s name753  101006200 bill good battery backup good looking,12,48,66,10,6.0,3,1,3,1,0.0029411766303349615,0.00294117649255034,0.0029411764847511518,0.002941176470589828,0.0029411764919174284,0.0029411764782464973,0.002941176470899742,0.002941176472972625,0.8143834912348034,0.0029411764873018783,0.002941176496674335,0.0029411764715976973,0.0029411764705898286,0.002941176552405653,0.002941176470589828,0.002941176476927399,0.002941176499785984,0.00294117652778287,0.13267533184003563,0.0029411764792431163
9,1, apple phone 8 offer price, brand new 101006600 galaxy s10 plus box best price new seal pack new brand cash delivery 101008500,404,2,6,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826, apple phone 8 offer price  brand new 101006600 galaxy s10 plus box best price new seal pack new brand cash delivery 101008500,63,99,126,22,5.478260869565218,13,0,5,0,0.001515151552651286,0.001515151517590686,0.0015151515215273408,0.0015151515151526388,0.0015151515178396643,0.0015151515175346136,0.0015151515155315258,0.5113958458710676,0.16331962771828246,0.0015151515238822986,0.0015151515328630746,0.0015151515181031873,0.0015151515163179783,0.0015151515215647013,0.0015151515174478465,0.29952695054360007,0.0015151515173054259,0.0015151515260429748,0.001515151515152639,0.0015151515205421987
