,Brand,Model_Info,Additional_Description,Locality,City,State,Price,locality_mean,locality_median,locality_sum,city_mean,city_median,city_sum,state_mean,state_median,state_sum,brand_mean,brand_median,brand_sum,statePrice_median,statePrice_mean,statePrice_sum,cityPrice_median,cityPrice_mean,cityPrice_sum,localityPrice_median,localityPrice_mean,localityPrice_sum,scPrice_median,scPrice_mean,scPrice_sum,Model_Infolen,Additional_Descriptionlen,text,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count,pron_count,article_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1, name0 name234 64gb space grey, 1yesr old mobile number 999two905two99 bill charger,878,8,2,15000,15000.0,15000.0,15000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,15000.0,15000.0,15000,18000.0,25613.621212121205,6761996,30,52, name0 name234 64gb space grey  1yesr old mobile number 999two905two99 bill charger,83,12,6.384615384615385,5,0,3,1,0, name0 name234 64gb space grey  1yesr old mobile number 999two905two99 bill charger,0.17073637985864715,0.002777777802681557,0.002777777784958586,0.0027777777853581036,0.0027777777777786765,0.0027777777965003417,0.002777777778450558,0.07320626503583143,0.5739939586284838,0.002777777777778676,0.002777777878326549,0.00277777786154287,0.002777777777778676,0.13761895158037118,0.002777777867905292,0.0027777777841470784,0.0027777777819424265,0.002777777777778676,0.0027777778843752344,0.0027777777793628624
1,1, name87 watch name251 3 38 mm gps name119 name183 name62 scratch, one 101009200 3 perfect working condition defects scratches 1010054700 box etc available,940,8,2,17000,14000.0,14000.0,28000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,17000.0,17000.0,17000,18000.0,25613.621212121205,6761996,64,89, name87 watch name251 3 38 mm gps name119 name183 name62 scratch  one 101009200 3 perfect working condition defects scratches 1010054700 box etc available,154,23,6.416666666666667,8,4,5,0,0, name87 watch name251 3 38 mm gps name119 name183 name62 scratch  one 101009200 3 perfect working condition defects scratches 1010054700 box etc available,0.0019230769354233995,0.001923076928800761,0.0019230769232848083,0.0019230769385180642,0.0019230769230777218,0.0019230769403437717,0.0019230769294757044,0.05897132787093036,0.0019230769695915083,0.0019230769844485972,0.2694074865055234,0.1689916133552438,0.0019230769230777216,0.0019230769237675994,0.001923076923517409,0.00192307692357822,0.14420002699362153,0.001923076934143931,0.32958339125050473,0.0019230769231270684
2,1, name74 drop name87 name0 name1150 32gb 18000 name42 name156 available name2792, 10100000 6s 16 gb storage around 2 yr old accessories 1010021400 damage 2 lines touch fully functioning damage display,78,8,2,18000,18000.0,18000.0,18000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,18000.0,18000.0,18000,18000.0,25613.621212121205,6761996,79,119, name74 drop name87 name0 name1150 32gb 18000 name42 name156 available name2792  10100000 6s 16 gb storage around 2 yr old accessories 1010021400 damage 2 lines touch fully functioning damage display,199,30,6.419354838709677,10,0,6,6,0, name74 drop name87 name0 name1150 32gb 18000 name42 name156 available name2792  10100000 6s 16 gb storage around 2 yr old accessories 1010021400 damage 2 lines touch fully functioning damage display,0.0016129032487615471,0.0016129032258067047,0.0016129032301132329,0.0016129032632753854,0.0016129032258765709,0.0016129032486597028,0.0016129032414266577,0.0016129032655829204,0.3410486764218517,0.0016129032258067047,0.0016129032680254486,0.0016129032654109857,0.0016129032258067047,0.6299190652583159,0.0016129032258067047,0.00161290322593165,0.0016129032354404067,0.001612903234321129,0.0016129032371659034,0.0016129032266141243
3,1, iphone 6s space grey 32 gb, 101005400 phone 011,191,8,2,17500,17500.0,17500.0,17500,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,17500.0,17500.0,17500,18000.0,25613.621212121205,6761996,27,20, iphone 6s space grey 32 gb  101005400 phone 011,48,9,4.8,5,0,0,0,0, iphone 6s space grey 32 gb  101005400 phone 011,0.003846153860011372,0.0038461538461543195,0.0038461538461543195,0.00384615384706178,0.0038461538461543195,0.0038461538565123534,0.003846153849213341,0.0038461538580574694,0.1246824041970365,0.0038461538526996407,0.003846153872019151,0.003846153851012691,0.0038461538461543195,0.639453666499066,0.0038461538462976437,0.0038461538505218614,0.0038461538467000323,0.0038461538484247217,0.17047931382946802,0.0038461538512803927
4,1, excellent condition new phone one hand use 7 month old, 101004500 note 5 101004900 exchange,931,8,2,41000,37250.0,31500.0,149000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,41000.0,46000.0,138000,18000.0,25613.621212121205,6761996,55,36, excellent condition new phone one hand use 7 month old  101004500 note 5 101004900 exchange,92,15,5.75,7,0,3,0,0, excellent condition new phone one hand use 7 month old  101004500 note 5 101004900 exchange,0.0021739130570341252,0.002173913044442256,0.41159691947278776,0.0021739130434785823,0.0021739130434785823,0.002173913072317539,0.00217391304694663,0.002173913082384251,0.002173913096603653,0.0021739130500167355,0.5492726454502357,0.0021739131150165136,0.0021739130434785823,0.0021739130575712485,0.002173913045454642,0.0021739130473465225,0.0021739130518450204,0.0021739130448443717,0.0021739130844240337,0.0021739130502933758
5,1, name0 xs max silver 256 gb, body 101002000 1567 x 74 x 8 mm 617 x 291 x 031 weight 169 g 596 oz build 101001800 glass plastic frame sim dual sim nanosim dual standby display type ltps ips lcd capacitive touchscreen 1010013500 colors size 63 inches 974 cm2 840 screentobody ratio 1010087500 1080 x 2340 pixels 1959 ratio 409 ppi density 1010079900 1010058400 10100700 10100800 6 platform os 10100600 81 1010040700 coloros 52 1010021100 1010067500 mt6771 10100150200 1010067600 12 nm cpu octacore 4x20 ghz 10100186700 4x20 ghz 10100111600 gpu 10100186800 mp3 memory 1010037800 slot microsd 256 gb dedicated slot 101001500 64gb 4gb ram 64gb 6gb ram main camera dual 16 1010021200 f18 131 10µm pdaf 2 1010021200 f24 depth sensor 101004300 led flash hdr panorama 1010013400 1080p30fps selfie camera 101003300 25 1010021200 f20 26mm wide 128 09µm 1010013400 1080p30fps sound 10100173800 yes 35mm jack yes active noise cancellation dedicated mic comms wlan 1010032400 80211 abgnac dualband 1010032400 direct hotspot 101009900 42 a2dp le gps yes agps glonass bds 10100146600 10100104500 radio usb microusb 20 usb 10100173900 features 101002100 101002200 rearmounted accelerometer gyro proximity compass 10100186900 smsthreaded view 10100187000 10100187100 push 10100187100 im 10100187200 html5 battery nonremovable 10100187300 3500 mah battery charging 101007800 battery charging 10100184000 vooc flash 1010059100 misc colors 10100187400 101008100 10100187500 1010011700 10100187600 10100184800 models cph1823 cph1881 cph1825 101007400 290 eur,931,8,2,75000,37250.0,31500.0,149000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,41000.0,46000.0,138000,18000.0,25613.621212121205,6761996,27,1508, name0 xs max silver 256 gb  body 101002000 1567 x 74 x 8 mm 617 x 291 x 031 weight 169 g 596 oz build 101001800 glass plastic frame sim dual sim nanosim dual standby display type ltps ips lcd capacitive touchscreen 1010013500 colors size 63 inches 974 cm2 840 screentobody ratio 1010087500 1080 x 2340 pixels 1959 ratio 409 ppi density 1010079900 1010058400 10100700 10100800 6 platform os 10100600 81 1010040700 coloros 52 1010021100 1010067500 mt6771 10100150200 1010067600 12 nm cpu octacore 4x20 ghz 10100186700 4x20 ghz 10100111600 gpu 10100186800 mp3 memory 1010037800 slot microsd 256 gb dedicated slot 101001500 64gb 4gb ram 64gb 6gb ram main camera dual 16 1010021200 f18 131 10µm pdaf 2 1010021200 f24 depth sensor 101004300 led flash hdr panorama 1010013400 1080p30fps selfie camera 101003300 25 1010021200 f20 26mm wide 128 09µm 1010013400 1080p30fps sound 10100173800 yes 35mm jack yes active noise cancellation dedicated mic comms wlan 1010032400 80211 abgnac dualband 1010032400 direct hotspot 101009900 42 a2dp le gps yes agps glonass bds 10100146600 10100104500 radio usb microusb 20 usb 10100173900 features 101002100 101002200 rearmounted accelerometer gyro proximity compass 10100186900 smsthreaded view 10100187000 10100187100 push 10100187100 im 10100187200 html5 battery nonremovable 10100187300 3500 mah battery charging 101007800 battery charging 10100184000 vooc flash 1010059100 misc colors 10100187400 101008100 10100187500 1010011700 10100187600 10100184800 models cph1823 cph1881 cph1825 101007400 290 eur,1536,224,6.826666666666667,86,14,26,4,0, name0 xs max silver 256 gb  body 101002000 1567 x 74 x 8 mm 617 x 291 x 031 weight 169 g 596 oz build 101001800 glass plastic frame sim dual sim nanosim dual standby display type ltps ips lcd capacitive touchscreen 1010013500 colors size 63 inches 974 cm2 840 screentobody ratio 1010087500 1080 x 2340 pixels 1959 ratio 409 ppi density 1010079900 1010058400 10100700 10100800 6 platform os 10100600 81 1010040700 coloros 52 1010021100 1010067500 mt6771 10100150200 1010067600 12 nm cpu octacore 4x20 ghz 10100186700 4x20 ghz 10100111600 gpu 10100186800 mp3 memory 1010037800 slot microsd 256 gb dedicated slot 101001500 64gb 4gb ram 64gb 6gb ram main camera dual 16 1010021200 f18 131 10µm pdaf 2 1010021200 f24 depth sensor 101004300 led flash hdr panorama 1010013400 1080p30fps selfie camera 101003300 25 1010021200 f20 26mm wide 128 09µm 1010013400 1080p30fps sound 10100173800 yes 35mm jack yes active noise cancellation dedicated mic comms wlan 1010032400 80211 abgnac dualband 1010032400 direct hotspot 101009900 42 a2dp le gps yes agps glonass bds 10100146600 10100104500 radio usb microusb 20 usb 10100173900 features 101002100 101002200 rearmounted accelerometer gyro proximity compass 10100186900 smsthreaded view 10100187000 10100187100 push 10100187100 im 10100187200 html5 battery nonremovable 10100187300 3500 mah battery charging 101007800 battery charging 10100184000 vooc flash 1010059100 misc colors 10100187400 101008100 10100187500 1010011700 10100187600 10100184800 models cph1823 cph1881 cph1825 101007400 290 eur,0.9482587148698183,0.00039370078740171574,0.00039370078755060993,0.00039370079946221586,0.0003937007896789257,0.04465467088728869,0.00039370078820970337,0.00039370080927570827,0.0003937007890256081,0.00039370078740171574,0.0003937007948954125,0.00039370079301434893,0.00039370078740171574,0.0003937007890677729,0.00039370079386198545,0.00039370078909127033,0.00039370078880414356,0.00039370079211857275,0.00039370078895855634,0.0003937007876731217
6,1, name0 7 128gb jet black, upgrade phone problem,931,8,2,22000,37250.0,31500.0,149000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,41000.0,46000.0,138000,18000.0,25613.621212121205,6761996,24,22, name0 7 128gb jet black  upgrade phone problem,47,8,5.222222222222222,4,0,1,1,0, name0 7 128gb jet black  upgrade phone problem,0.005000000048231518,0.0050000000000009455,0.005000000007104854,0.00500000001205444,0.005000000043406118,0.00500000003389107,0.005000000014910991,0.005000000097389154,0.3274192511944338,0.00500000000000099,0.45905036113867537,0.12853038718181403,0.0050000000000009455,0.005000000039910557,0.005000000010677874,0.005000000018350999,0.00500000000030381,0.0050000000075112435,0.005000000031772498,0.005000000119558645
7,1, iphone 6 hai mast hai mere ko pesse ki jarurat hai liye bhech rha hu, vivo brand,953,8,2,13000,13000.0,13000.0,13000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,13000.0,13000.0,13000,18000.0,25613.621212121205,6761996,69,11, iphone 6 hai mast hai mere ko pesse ki jarurat hai liye bhech rha hu  vivo brand,81,17,4.5,15,0,1,0,0, iphone 6 hai mast hai mere ko pesse ki jarurat hai liye bhech rha hu  vivo brand,0.005555555567487348,0.0055555555555560025,0.0055555555555560025,0.0055555555555560025,0.3388888887677314,0.005555555725542207,0.005555555586281619,0.0055555556777109015,0.005555555653947538,0.005555555608302675,0.005555555655224585,0.005555555606255844,0.0055555555555560025,0.09130177545519798,0.0055555555555560025,0.00555555555801889,0.00555555556632049,0.0055555555555560025,0.1420315572758355,0.33888888896280717
8,1, name54 iphone 2 months old full original accesiories, 1010014700 perfect box charger one time screen replaced,679,8,2,27999,27999.0,27999.0,27999,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,27999.0,27999.0,27999,18000.0,25613.621212121205,6761996,53,56, name54 iphone 2 months old full original accesiories  1010014700 perfect box charger one time screen replaced,110,16,6.470588235294118,6,1,4,2,0, name54 iphone 2 months old full original accesiories  1010014700 perfect box charger one time screen replaced,0.0026315789527049985,0.002631578969619931,0.002631578947369132,0.002631578947369132,0.002631578947369132,0.0026315789760109295,0.002631578949631165,0.0026315789928494262,0.12422704291449958,0.03869494323997549,0.7923411713059295,0.002631579056881982,0.002631578947369132,0.002631578962937774,0.0026315789473691418,0.002631579099888118,0.0026315789483928025,0.002631578947369132,0.0026315789906761772,0.00263157895578744
9,1, phone x good condition, 1010052600 packed 2 months old warranty bill,969,8,2,45000,45000.0,45000.0,45000,25613.621212121205,18000.0,6761996,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000,28035.884615384613,6560397,45000.0,45000.0,45000,18000.0,25613.621212121205,6761996,23,45, phone x good condition  1010052600 packed 2 months old warranty bill,69,11,5.75,4,1,2,0,0, phone x good condition  1010052600 packed 2 months old warranty bill,0.003333333337063902,0.07077495278581707,0.00333333333333397,0.0033333333542698313,0.003333333351098077,0.08618780196099447,0.003333333340020317,0.0033333333973265436,0.003333333381088944,0.003333333333333983,0.7863705782557829,0.003333333391250008,0.00333333333333397,0.0033333333436077073,0.003333333334450171,0.0033333333401268064,0.003333333337751409,0.003333333335551728,0.003333333381793775,0.0033333333720043574
