,Brand,Model_Info,Additional_Description,Locality,City,State,locality_mean,locality_median,locality_sum,city_mean,city_median,city_sum,state_mean,state_median,state_sum,brand_mean,brand_median,brand_sum,statePrice_median,statePrice_mean,statePrice_sum,cityPrice_median,cityPrice_mean,cityPrice_sum,localityPrice_median,localityPrice_mean,localityPrice_sum,scPrice_median,scPrice_mean,scPrice_sum,text,Model_Infolen,Additional_Descriptionlen,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1, name0 55s66s66s778xxsxsmax etc, good condition 11months old single scratch well maintained spigen drop protection case supports wireless charging phone150100,570,11,4,22999.0,22999.0,22999.0,19306.76893939394,15000.0,5096987.0,19306.76893939394,15000.0,5096987,27553.595887135343,20000,57614569,18000,22860.37438423645,4640656,18000.0,22860.37438423645,4640656.0,22999.0,22999.0,22999.0,15000.0,19306.76893939394,5096987.0, name0 55s66s66s778xxsxsmax etc  good condition 11months old single scratch well maintained spigen drop protection case supports wireless charging phone150100,30,126,158,19,7.9,7,3,5,2,0.09587076783896681,0.002631578948449947,0.0026315789495507504,0.0026315790010637214,0.0026315789473714594,0.002631579272197846,0.0026315789502272843,0.0026315789679732205,0.0885639140825068,0.0026315789623216966,0.6332063258641253,0.08561335672073492,0.0026315789852562627,0.002631578949014648,0.0026315789480194957,0.0026315789761857263,0.0026315789503586562,0.002631578997958072,0.002631579213805151,0.057271950473912474
1,1, slightly used excellent condition name0 5 sale, 101008700 1010030600 1010034300 10100192200 1010037700 101001200 3 gb ram 256 gb internal storage 10100192300 memory,762,8,2,11250.0,11250.0,22500.0,25613.621212121205,18000.0,6761996.0,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000.0,28035.884615384613,6560397.0,19000.0,19000.0,19000.0,18000.0,25613.621212121205,6761996.0, slightly used excellent condition name0 5 sale  101008700 1010030600 1010034300 10100192200 1010037700 101001200 3 gb ram 256 gb internal storage 10100192300 memory,64,117,165,22,7.173913043478261,7,1,2,2,0.49256869758608246,0.0020000000009640644,0.0020000000017121834,0.002000000170849835,0.0020000000070390343,0.0020000000452821557,0.0020000000174005225,0.002000000073110324,0.05830423327796759,0.0020000000011787798,0.41512706877073885,0.0020000000134233332,0.002000000000000531,0.0020000000108451577,0.0020000000071889444,0.002000000000000561,0.002000000001994589,0.002000000000000531,0.002000000004605574,0.00200000000961491
2,1, name0 sx ios12 top letast model bill call, 1010017300 delivery,60,13,5,52239.8,42000.0,261199.0,31211.45320197044,20000.0,6335925.0,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987,23500.0,33546.3021978022,6105427.0,51000.0,63749.75,254999.0,20000.0,31211.45320197044,6335925.0, name0 sx ios12 top letast model bill call  1010017300 delivery,79,20,63,10,5.7272727272727275,6,1,2,0,0.005555555564725944,0.005555555555555943,0.005555555569407978,0.005555555591085398,0.005555555555555945,0.0055555556234602975,0.005555555577160652,0.8944444439260524,0.005555555675258658,0.005555555555555943,0.00555555560180091,0.005555555630756788,0.005555555555555943,0.005555555565815525,0.005555555555788315,0.005555555590902422,0.005555555555555943,0.005555555590291061,0.005555555594014276,0.0055555555656993305
3,1, name87 name0 x 64gb going lowest 41900, phone 1010023400 64 gb excellent condition sale,640,15,5,23352.60416666667,18724.5,1120925.0,24596.055882352943,19600.0,8362659.0,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987,20000.0,25501.77215189873,8058560.0,19249.5,23322.02380952381,979525.0,19600.0,24596.055882352943,8362659.0, name87 name0 x 64gb going lowest 41900  phone 1010023400 64 gb excellent condition sale,27,48,88,14,5.866666666666666,5,2,3,0,0.002500000012884827,0.0025000000009786404,0.0025000000018819937,0.0025000000243342157,0.0025000000000010604,0.00250000005783029,0.0025000000249882264,0.08826290164318291,0.17412640342903624,0.002500000000001069,0.5699818182523677,0.0025000001121271553,0.1276288763754649,0.0025000000178808566,0.0025000000006848034,0.0025000000002844127,0.002500000009708411,0.0025000000015271673,0.002500000028686071,0.0025000000061491056
4,1, name0 5s proper condition one handedly used, full kit available 10100248300 condition 4gb ram 32gb internal 1010013100 product reasonable price 1010033800 passers please stay away contact mobile requirements dinakaran isierra 10100251600 working time 1010072400 10100219400 10am 9pm 10100118300 10100251700 cinimas major cards accepted requirements please check advertisements,816,2,6,26671.213257726922,23607.347739361703,273737.9175531915,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,25123.454613095237,28247.645487529575,271017.6636904762,20000.0,26910.384375,8611323.0, name0 5s proper condition one handedly used  full kit available 10100248300 condition 4gb ram 32gb internal 1010013100 product reasonable price 1010033800 passers please stay away contact mobile requirements dinakaran isierra 10100251600 working time 1010072400 10100219400 10am 9pm 10100118300 10100251700 cinimas major cards accepted requirements please check advertisements,55,332,377,47,7.854166666666667,15,6,8,4,0.11691569209460395,0.0010416666674188102,0.11785862944662547,0.0010416666722604566,0.0010416666666673638,0.001041666681701186,0.13853615140403056,0.14905239139407475,0.11523217647963524,0.0010416667159580187,0.12122548035861606,0.20410413365546742,0.0010416666678487723,0.0010416666700743867,0.024575345058050736,0.0010416666874143313,0.0010416666707013104,0.0010416666695780257,0.0010416666697913237,0.0010416666694817553
5,1, name0 7 plus 128 gb name75 gold, 101006600 galaxy advance hai ok ram 512 call,552,13,5,18477.55555555556,18000.0,166298.0,31211.45320197044,20000.0,6335925.0,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987,23500.0,33546.3021978022,6105427.0,20000.0,22856.857142857138,159998.0,20000.0,31211.45320197044,6335925.0, name0 7 plus 128 gb name75 gold  101006600 galaxy advance hai ok ram 512 call,27,45,78,15,4.875,6,2,1,1,0.07835942616871577,0.0026315789473689583,0.0026315789496016897,0.0026315789487780933,0.0026315789473689588,0.36394907081257705,0.0026315789693637,0.0026315789886524822,0.0026315789895858784,0.11357375858139944,0.2937268375945736,0.0026315789742509636,0.0026315789494646812,0.0026315790052000593,0.002631578949010749,0.002631578968947561,0.002631578959370733,0.0026315789759668276,0.0026315789674133936,0.11091722235238943
6,1, brand new rosegold name87 iphone name234 64gb box packed, office gurgaon karol bagh new 101008700 10100000 6 box packed 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16000 10100000 7 32gb 21200 10100000 7 128gb 24000 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507,389,8,2,14333.333333333336,14000.0,43000.0,25613.621212121205,18000.0,6761996.0,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000.0,28035.884615384613,6560397.0,14000.0,14333.333333333336,43000.0,18000.0,25613.621212121205,6761996.0, brand new rosegold name87 iphone name234 64gb box packed  office gurgaon karol bagh new 101008700 10100000 6 box packed 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16000 10100000 7 32gb 21200 10100000 7 128gb 24000 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507,24,539,597,92,6.419354838709677,27,10,12,2,0.00034722222330218024,0.0003472222223675449,0.00034722222538520166,0.00034722222548334874,0.0003472222235664944,0.9605150890766355,0.0003472222234176486,0.00034722222541794576,0.00034722222841950554,0.00034722222284831305,0.000347222224460946,0.008603007293675718,0.0003472222236135652,0.02497912581892379,0.00034722222486551537,0.0003472222230963091,0.00034722222308614776,0.00034722222288987453,0.00034722222601351547,0.00034722222253100437
7,1, name0 se 32gb, 101008700 iphone 4s new brand refurbished packed lowest price 981o917828,926,8,2,19750.0,18000.0,118500.0,25613.621212121205,18000.0,6761996.0,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000.0,28035.884615384613,6560397.0,18000.0,19750.0,118500.0,18000.0,25613.621212121205,6761996.0, name0 se 32gb  101008700 iphone 4s new brand refurbished packed lowest price 981o917828,69,73,88,13,6.285714285714286,3,2,4,0,0.002631578954321348,0.002631578947369533,0.11064639148161365,0.002631579024913903,0.0026315789991302398,0.002631579006227164,0.0026315789529298235,0.49710763377477873,0.34750913214287876,0.0026315790341237565,0.0026315789668491405,0.002631578955718667,0.002631578990770675,0.0026315789821137843,0.002631578947369533,0.0026315789492524938,0.002631578960724397,0.002631578947369533,0.0026315790271823057,0.0026315789543626287
8,1, name0 6s name753, 101006200 bill good battery backup good looking,850,2,6,21457.14285714286,17000.0,150200.0,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,17000.0,21457.14285714286,150200.0,20000.0,26910.384375,8611323.0, name0 6s name753  101006200 bill good battery backup good looking,53,48,66,10,6.0,3,1,3,1,0.0029411766247160022,0.0029411764705913196,0.0029411764728024593,0.002941176525086513,0.00294117647059132,0.0669753955069393,0.0029411764725080615,0.002941176480685934,0.6139601968074412,0.0029411765361378596,0.002941176544101442,0.0029411764812022037,0.0029411764705913196,0.0029411764975272297,0.06238154239903622,0.0029411764721593886,0.0029411766493686797,0.0029411764705913196,0.2096240410426041,0.0029411766053181244
9,1, apple phone 8 offer price, brand new 101006600 galaxy s10 plus box best price new seal pack new brand cash delivery 101008500,404,2,6,26671.213257726922,23607.347739361703,273737.9175531915,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,25123.454613095237,28247.645487529575,271017.6636904762,20000.0,26910.384375,8611323.0, apple phone 8 offer price  brand new 101006600 galaxy s10 plus box best price new seal pack new brand cash delivery 101008500,23,99,126,22,5.478260869565218,13,0,5,0,0.0015151515228948185,0.0015151515151524252,0.0015151515176598837,0.001515151515152425,0.001515151525986203,0.001515151538563055,0.0015151515184681406,0.9238652875850627,0.0015151515362034603,0.0015151515402590874,0.04886198498299959,0.0015151515346423458,0.0015151515151524252,0.0015151515177942922,0.0015151515151794503,0.0015151515174418565,0.001515151519747486,0.0015151515155803852,0.0015151515449556181,0.0015151515211044523
